id,title,category,code,variant,stars,sources,notes,owned,wanted
459,Formula 1 97,uncertain,SLES-00859,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English. Revisions merged.",false,false
460,Formula 1 98,uncertain,SLES-01421,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English (also Finnish). Rev/Rental merged.",false,false
461,Formula GP,uncertain,SLES-03994,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
462,Formula Karts: Special Edition,uncertain,SLES-00726,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English (multi-language disc).",false,false
463,Formula Nippon,uncertain,SLES-02526,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English.",false,false
464,Formula One 2000,uncertain,SCES-02777,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English (also Finnish). Review excluded.",false,false
465,Formula One 2001,uncertain,SCES-03404,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English (also Finnish). Review excluded.",false,false
466,Formula One 99,uncertain,SCES-02222,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English (also Finnish). Promo/Beta excluded.",false,false
467,Forsaken,uncertain,SLES-00745,PAL,0,"Redump (paste)","Region OK (Europe). Language: English. Demo excluded.",false,false
468,Frank Thomas Big Hurt Baseball,uncertain,SLES-00100,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
469,Freestyle Motocross: McGrath vs. Pastrana,uncertain,SLES-02820,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
470,Freestyle Scooter,uncertain,SLES-03363,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
471,Frenzy!,uncertain,SLES-00784,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
472,Frogger,uncertain,SLES-00704,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English.",false,false
473,Frogger 2: Swampy's Revenge,uncertain,SLES-02853,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English. All Beta entries excluded.",false,false
474,Front Mission 3,uncertain,SLES-02423,PAL,0,"Redump (paste)","Region OK (Europe). Language: English. Review excluded.",false,false
475,Future Cop: L.A.P.D.,uncertain,SLES-01449,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English. Demo excluded.",false,false
476,Future Racer,uncertain,SLES-03508,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
477,G-Police,uncertain,SLES-00082,PAL,0,"Redump (paste)","Region OK (Europe). Language: English. Discs: 1-2 (Disc1=SLES-00082, Disc2=SLES-10082).",false,false
478,G-Police: Weapons of Justice,uncertain,SCES-01625,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
479,Galaga: Destination Earth,uncertain,SLES-02212,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English.",false,false
480,Galaxian³,uncertain,SCES-00269,PAL,0,"Redump (paste)","Region OK (Europe). Language: English. Rental OK.",false,false
481,Galaxy Fight,uncertain,SLES-00197,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
482,Galerians,uncertain,SLES-02328,PAL,0,"Redump (paste)","Region OK (Europe). Language: English. Discs: 1-3 (Disc1=SLES-02328, Disc2=SLES-12328, Disc3=SLES-22328). Demo excluded.",false,false
483,Gauntlet Legends,uncertain,SLES-02791,PAL,0,"Redump (paste)","Region OK (Europe). Language: English. (Midway Classics OK.)",false,false
484,Gekido: Urban Fighters,uncertain,SLES-01241,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English. (Multi-language disc.)",false,false
485,Gekioh: Shooting King,uncertain,SLES-04004,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
486,Gex,uncertain,SLES-00133,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
487,Gex 3D: Enter the Gecko,uncertain,SLES-00596,PAL,0,"Redump (paste)","Region OK (Europe). Language: English. Demo excluded.",false,false
488,Gex: Deep Cover Gecko,uncertain,SLES-01299,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English. Demos excluded.",false,false
489,Global Domination,uncertain,SLES-01419,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
490,Glover,uncertain,SLES-02213,PAL,0,"Redump (paste)","Region OK (Europe). Language: English (multi-language disc).",false,false
491,Goal Storm,uncertain,SLES-00069,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
492,Gold and Glory: The Road to El Dorado,uncertain,SLES-02934,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
493,Golden Goal 98,uncertain,SLES-01222,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English.",false,false
494,Goldie,uncertain,SLES-02952,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English.",false,false
495,GP Challenge,uncertain,SLES-03207,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English.",false,false
496,Gran Turismo,uncertain,SCES-00984,PAL,0,"Redump (paste)","Region OK (Europe). Promo-tagged variants excluded; kept non-promo Platinum/2 Games (EDC) build under same code.",false,false
497,Grand Theft Auto,uncertain,SLES-00032,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English. (Platinum/Collector's merged; demo excluded.)",false,false
498,Grand Theft Auto 2,uncertain,SLES-01404,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English. Rev1 merged.",false,false
499,Grand Theft Auto: London 1969,uncertain,SLES-03389,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English.",false,false
500,Grand Theft Auto: Mission Pack #1: London 1969,uncertain,SLES-01714,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English. Rev1 merged.",false,false
501,Grandia,uncertain,SLES-02397,PAL,0,"Redump (paste)","Region OK (Europe). Language: English. Discs: 1-2 (Disc1=SLES-02397, Disc2=SLES-12397).",false,false
502,The Granstream Saga,uncertain,SCES-01107,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
503,Grid Run,uncertain,SLES-00381,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
504,The Grinch,uncertain,SLES-02974,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English.",false,false
505,Grind Session,confirmed,SCES-03114,PAL,0,"Redump (paste)","Region OK (Scandinavia). Languages: Danish/Finnish/Norwegian/Swedish (allowed).",false,false
506,Grudge Warriors,uncertain,SLES-02223,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English.",false,false
507,The Guardian of Darkness,uncertain,SLES-01776,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English.",false,false
508,Gubble,uncertain,SLES-03208,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
509,Guilty Gear,uncertain,SLES-02494,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
510,Gundam Battle Assault,uncertain,SLES-03650,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English.",false,false
511,Gundam Battle Assault 2,uncertain,SLES-03934,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English.",false,false
512,Gunfighter: The Legend of Jesse James,uncertain,SLES-03689,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English.",false,false
513,Gungage,uncertain,SLES-02069,PAL,0,"Redump (paste)","Region OK (Europe). Language: English.",false,false
514,Gunship,uncertain,SLES-00027,PAL,0,"Redump (paste)","Region OK (Europe). Language includes English.",false,false
515,Hard Boiled,uncertain,SLES-00033,PAL,0,"Redump (paste)","English version kept.",false,false
516,Hard Edge,uncertain,SLES-01539,PAL,0,"Redump (paste)","English version kept.",false,false
517,Hardcore 4x4,uncertain,SLES-00261,PAL,0,"Redump (paste)","English version kept. ZOO Classics noted.",false,false
518,Harry Potter and the Chamber of Secrets,confirmed,SLES-03975,PAL,0,"Redump (paste)","Norwegian version prioritized.",false,false
519,Harry Potter and the Philosopher's Stone,confirmed,SLES-03664,PAL,0,"Redump (paste)","Norwegian version prioritized.",false,false
520,Harvest Moon: Back to Nature,uncertain,SLES-02781,PAL,0,"Redump (paste)","English version kept. Rev 1 noted.",false,false
521,HBO Boxing,uncertain,SLES-02738,PAL,0,"Redump (paste)","English version kept.",false,false
522,Heart of Darkness,uncertain,SLES-00461,PAL,0,"Redump (paste)","English version kept. 2 discs (SLES-00461 / SLES-10461). Platinum/Value noted.",false,false
523,Hebereke's Popoitto,uncertain,SLES-00156,PAL,0,"Redump (paste)","English version kept.",false,false
524,Hellnight,uncertain,SLES-01562,PAL,0,"Redump (paste)","English version kept.",false,false
525,Herc's Adventures,uncertain,SLES-00653,PAL,0,"Redump (paste)","English version kept.",false,false
526,Herkules,uncertain,SLES-04124,PAL,0,"Redump (paste)","English version kept.",false,false
527,Hexen,uncertain,SLES-00555,PAL,0,"Redump (paste)","English version kept.",false,false
528,Hi-Octane,uncertain,SLES-00115,PAL,0,"Redump (paste)","English version kept.",false,false
529,Hidden & Dangerous,uncertain,SLES-03602,PAL,0,"Redump (paste)","English version kept.",false,false
530,Hogs of War,uncertain,SLES-01041,PAL,0,"Redump (paste)","English version kept. Best of Infogrames noted.",false,false
531,Hot Shot,uncertain,SLES-04050,PAL,0,"Redump (paste)","English version kept.",false,false
532,Hot Wheels: Extreme Racing,uncertain,SLES-03595,PAL,0,"Redump (paste)","English version kept.",false,false
533,Hot Wheels: Turbo Racing,uncertain,SLES-02198,PAL,0,"Redump (paste)","English version kept.",false,false
534,Hugo,confirmed,SLES-01593,PAL,0,"Redump (paste)","Norwegian version prioritized.",false,false
535,Hugo 2,confirmed,SLES-01812,PAL,0,"Redump (paste)","Norwegian version prioritized.",false,false
536,Hugo: Black Diamond Fever,confirmed,SLES-03512,PAL,0,"Redump (paste)","Norwegian version prioritized.",false,false
537,Hugo: Frog Fighter,confirmed,SLES-03686,PAL,0,"Redump (paste)","Contains Norwegian language.",false,false
538,Hugo: The Evil Mirror,confirmed,SLES-03837,PAL,0,"Redump (paste)","Norwegian version prioritized.",false,false
539,Hugo: The Quest for the Sunstones,confirmed,SLES-02590,PAL,0,"Redump (paste)","Contains Norwegian language.",false,false
540,Hunchback of Notredame,uncertain,SLES-02958,PAL,0,"Redump (paste)","English version kept.",false,false
541,The Hunter,uncertain,SLES-03210,PAL,0,"Redump (paste)","English version kept.",false,false
542,Hybrid,uncertain,SLES-03531,PAL,0,"Redump (paste)","English version kept.",false,false
543,Hydro Thunder,uncertain,SLES-02337,PAL,0,"Redump (paste)","English version kept.",false,false
544,Hyper Tennis: Final Match,uncertain,SLES-00309,PAL,0,"Redump (paste)","English version kept.",false,false
545,Ian Livingstone's Deathtrap Dungeon,uncertain,SLES-00746,PAL,0,"Redump (paste)","English version kept.",false,false
546,Impact Racing,uncertain,SLES-00235,PAL,0,"Redump (paste)","English version kept.",false,false
547,In Cold Blood,uncertain,SCES-02149,PAL,0,"Redump (paste)","English version kept. 2 discs (SCES-02149 / SCES-12149). Platinum noted.",false,false
548,In the Hunt,uncertain,SLES-00342,PAL,0,"Redump (paste)","English version kept.",false,false
549,Incredible Crisis,uncertain,SLES-02933,PAL,0,"Redump (paste)","English version kept.",false,false
550,The Incredible Hulk: The Pantheon Saga,uncertain,SLES-00109,PAL,0,"Redump (paste)","English version kept.",false,false
551,Independence Day: The Game,uncertain,SLES-00607,PAL,0,"Redump (paste)","Swedish included on disc. No Norwegian version exists.",false,false
552,Indy 500,uncertain,SLES-00135,PAL,0,"Redump (paste)","English version kept.",false,false
553,Infestation,uncertain,SLES-01870,PAL,0,"Redump (paste)","English version kept.",false,false
554,Inspector Gadget: Gadget's Crazy Maze,uncertain,SLES-03084,PAL,0,"Redump (paste)","English version kept.",false,false
555,International Cricket Captain 2000,uncertain,SLES-02404,PAL,0,"Redump (paste)","English version kept.",false,false
556,International Cricket Captain 2001: Ashes Edition,uncertain,SLES-03596,PAL,0,"Redump (paste)","English version kept.",false,false
557,International Cricket Captain 2002,uncertain,SLES-03881,PAL,0,"Redump (paste)","English version kept.",false,false
558,International Karate +,uncertain,SLES-04040,PAL,0,"Redump (paste)","English version kept.",false,false
559,International Moto X,uncertain,SLES-00099,PAL,0,"Redump (paste)","English version kept.",false,false
560,International Superstar Soccer 2000,uncertain,SLES-02550,PAL,0,"Redump (paste)","English version kept.",false,false
561,International Superstar Soccer Deluxe,uncertain,SLES-00511,PAL,0,"Redump (paste)","English version kept.",false,false
562,International Superstar Soccer Pro,uncertain,SLES-00559,PAL,0,"Redump (paste)","English version kept. Platinum noted.",false,false
563,International Superstar Soccer Pro '98,uncertain,SLES-01218,PAL,0,"Redump (paste)","English version kept.",false,false
564,International Track & Field,uncertain,SLES-00333,PAL,0,"Redump (paste)","English version kept. Platinum noted.",false,false
565,International Track & Field 2,uncertain,SLES-02448,PAL,0,"Redump (paste)","English version kept.",false,false
566,Interplay Sports Baseball 2000,uncertain,SLES-01935,PAL,0,"Redump (paste)","English version kept.",false,false
567,Invasion,uncertain,SLES-00443,PAL,0,"Redump (paste)","English version kept.",false,false
568,Iron Man / X-O Manowar in Heavy Metal,uncertain,SLES-00281,PAL,0,"Redump (paste)","English version kept.",false,false
569,Iron Soldier 3,uncertain,SLES-03250,PAL,0,"Redump (paste)","English version kept.",false,false
570,ISS Pro Evolution,uncertain,SLES-02095,PAL,0,"Redump (paste)","English version kept. Platinum noted.",false,false
571,ISS Pro Evolution 2,uncertain,SLES-03321,PAL,0,"Redump (paste)","English version kept.",false,false
572,The Italian Job,uncertain,SLES-03489,PAL,0,"Redump (paste)","English version kept. Platinum noted.",false,false
573,Iznogoud,uncertain,SLES-00480,PAL,0,"Redump (paste)","English version kept.",false,false
574,Jackie Chan Stuntmaster,uncertain,SCES-01444,PAL,0,"Redump (paste)","English version kept.",false,false
575,Jade Cocoon: Story of the Tamamayu,uncertain,SLES-02201,PAL,0,"Redump (paste)","English version kept.",false,false
576,Jeff Wayne's The War of the Worlds,uncertain,SLES-00230,PAL,0,"Redump (paste)","English version kept.",false,false
577,Jeremy McGrath Supercross 2000,uncertain,SLES-01981,PAL,0,"Redump (paste)","English version kept.",false,false
578,Jeremy McGrath Supercross 98,uncertain,SLES-01281,PAL,0,"Redump (paste)","English version kept.",false,false
579,Jersey Devil,uncertain,SLES-00598,PAL,0,"Redump (paste)","English version kept.",false,false
580,Jet Ace,uncertain,SLES-04125,PAL,0,"Redump (paste)","English version kept.",false,false
581,Jetracer,uncertain,SLES-03328,PAL,0,"Redump (paste)","English version kept.",false,false
582,Jigsaw Madness,uncertain,SLES-04089,PAL,0,"Redump (paste)","English version kept.",false,false
583,Jim Henson's Bear in the Big Blue House,uncertain,SLES-03598,PAL,0,"Redump (paste)","English version kept.",false,false
584,Jimmy White's 2: Cueball,uncertain,SLES-01334,PAL,0,"Redump (paste)","English version kept.",false,false
585,Jinx,uncertain,SCES-03908,PAL,0,"Redump (paste)","English version kept.",false,false
586,Johnny Bazookatone,uncertain,SLES-00112,PAL,0,"Redump (paste)","English version kept.",false,false
587,JoJo's Bizarre Adventure,uncertain,SLES-02599,PAL,0,"Redump (paste)","English version kept. Beta excluded.",false,false
588,Jonah Lomu Rugby,uncertain,SLES-00377,PAL,0,"Redump (paste)","English version kept.",false,false
589,Judge Dredd,uncertain,SLES-00755,PAL,0,"Redump (paste)","English version kept.",false,false
590,Jumping Flash! 2,uncertain,SCES-00111,PAL,0,"Redump (paste)","English version kept.",false,false
591,Junior Sports Football,uncertain,SLES-03579,PAL,0,"Redump (paste)","English version kept.",false,false
592,Jupiter Strike,uncertain,SLES-00130,PAL,0,"Redump (paste)","English version kept.",false,false
593,K-1 Grand Prix,uncertain,SLES-02753,PAL,0,"Redump (paste)","English version kept.",false,false
594,K-1 The Arena Fighters,uncertain,SLES-00767,PAL,0,"Redump (paste)","English version kept.",false,false
595,Kagero: Deception II,uncertain,SLES-01967,PAL,0,"Redump (paste)","English version kept.",false,false
596,Kart Challenge,uncertain,SLES-03209,PAL,0,"Redump (paste)","English version kept.",false,false
597,Kensei: Sacred Fist,uncertain,SLES-01081,PAL,0,"Redump (paste)","English version kept. Beta excluded.",false,false
598,Kickboxing Knockout,uncertain,SLES-03959,PAL,0,"Redump (paste)","English version kept.",false,false
599,Kileak: The Blood,uncertain,SCES-00035,PAL,0,"Redump (paste)","English version kept.",false,false
600,Killer Loop,uncertain,SLES-01878,PAL,0,"Redump (paste)","English version kept.",false,false
601,Killing Zone,uncertain,SLES-00446,PAL,0,"Redump (paste)","English version kept.",false,false
602,King of Bowling 2,uncertain,SLES-02916,PAL,0,"Redump (paste)","English version kept.",false,false
603,King of Bowling 3,uncertain,SLES-04049,PAL,0,"Redump (paste)","English version kept.",false,false
604,King's Field,uncertain,SCES-00510,PAL,0,"Redump (paste)","English version kept.",false,false
605,Kingsley's Adventure,confirmed,SCES-01659,PAL,0,"Redump (paste)","Contains Norwegian language.",false,false
606,Kirikou,uncertain,SLES-03676,PAL,0,"Redump (paste)","English version kept.",false,false
607,KISS Pinball,uncertain,SLES-03211,PAL,0,"Redump (paste)","English version kept.",false,false
608,KKND Krossfire,uncertain,SLES-01246,PAL,0,"Redump (paste)","English version kept.",false,false
609,Klonoa: Door to Phantomile,uncertain,SCES-00942,PAL,0,"Redump (paste)","English version kept. Review excluded.",false,false
610,Knockout Kings 2000,uncertain,SLES-02322,PAL,0,"Redump (paste)","English version kept.",false,false
611,Knockout Kings 2001,uncertain,SLES-03121,PAL,0,"Redump (paste)","English version kept.",false,false
612,Knockout Kings 99,uncertain,SLES-01448,PAL,0,"Redump (paste)","English version kept.",false,false
613,Konami Open Golf,uncertain,SLES-00337,PAL,0,"Redump (paste)","English version kept.",false,false
614,Kotobuki Grand Prix,uncertain,SLES-04007,PAL,0,"Redump (paste)","English version kept.",false,false
615,Koudelka,uncertain,SLES-02897,PAL,0,"Redump (paste)","English version kept. 4 discs (SLES-02897 / 12897 / 22897 / 32897).",false,false
616,Krazy Ivan,uncertain,SLES-00084,PAL,0,"Redump (paste)","English version kept.",false,false
617,Kurushi,uncertain,SCES-00866,PAL,0,"Redump (paste)","English version kept.",false,false
618,Kurushi Final,uncertain,SCES-02009,PAL,0,"Redump (paste)","English version kept.",false,false
619,The Land Before Time: Big Water Adventure,uncertain,SLES-04055,PAL,0,"Redump (paste)","English version kept.",false,false
620,The Land Before Time: Racing Adventure,uncertain,SLES-03448,PAL,0,"Redump (paste)","English version kept.",false,false
621,The Land Before Time: Return to the Great Valley,uncertain,SLES-02981,PAL,0,"Redump (paste)","English version kept.",false,false
622,Land Maker,uncertain,SLES-02682,PAL,0,"Redump (paste)","English version kept.",false,false
623,Largo Winch: Commando SAR,uncertain,SLES-03688,PAL,0,"Redump (paste)","English version kept.",false,false
624,The Last Report,uncertain,SLES-00889,PAL,0,"Redump (paste)","English version kept.",false,false
625,Le Mans 24 Hours,uncertain,SLES-01362,PAL,0,"Redump (paste)","English version kept.",false,false
626,Legacy of Kain: Soul Reaver,uncertain,SLES-01301,PAL,0,"Redump (paste)","English version kept.",false,false
627,Legend,uncertain,SLES-00730,PAL,0,"Redump (paste)","English version kept.",false,false
628,The Legend of Dragoon,uncertain,SCES-03043,PAL,0,"Redump (paste)","English version kept. 4 discs (SCES-03043 / 13043 / 23043 / 33043).",false,false
629,Legend of Kartia,uncertain,SLES-01710,PAL,0,"Redump (paste)","English version kept.",false,false
630,Legend of Legaia,uncertain,SCES-01752,PAL,0,"Redump (paste)","English version kept.",false,false
631,Legend of Mulan,uncertain,SLES-04145,PAL,0,"Redump (paste)","English version kept.",false,false
632,Legend of Pocahontas,uncertain,SLES-02955,PAL,0,"Redump (paste)","English version kept.",false,false
633,LEGO Island 2: The Brickster's Revenge,confirmed,SLES-03306,PAL,0,"Redump (paste)","Norwegian version prioritized over Swedish/Danish/English.",false,false
634,LEGO Racers,confirmed,SLES-01207,PAL,0,"Redump (paste)","Contains Norwegian language. Scandinavian languages included on disc.",false,false
635,LEGO Rock Raiders,confirmed,SLES-01690,PAL,0,"Redump (paste)","Contains Norwegian language. Rev 1 noted.",false,false
636,Lemmings & Oh No! More Lemmings,uncertain,SLES-01461,PAL,0,"Redump (paste)","English version kept.",false,false
637,Lethal Enforcers I & II,uncertain,SLES-00542,PAL,0,"Redump (paste)","English version kept.",false,false
638,LiberoGrande,uncertain,SCES-01430,PAL,0,"Redump (paste)","English version kept.",false,false
639,Liberogrande International,uncertain,SCES-03254,PAL,0,"Redump (paste)","English version kept. Review excluded.",false,false
640,Lifeforce Tenka,uncertain,SLES-00613,PAL,0,"Redump (paste)","English version kept.",false,false
641,Lion and the King,uncertain,SLES-02953,PAL,0,"Redump (paste)","English version kept.",false,false
642,Lion and the King 2,uncertain,SLES-04065,PAL,0,"Redump (paste)","English version kept.",false,false
643,Little Big Adventure,uncertain,SLES-00698,PAL,0,"Redump (paste)","English version kept. Beta excluded.",false,false
644,Live Wire!,uncertain,SLES-01332,PAL,0,"Redump (paste)","English version kept.",false,false
645,LMA Manager,uncertain,SLES-01016,PAL,0,"Redump (paste)","English version kept.",false,false
646,LMA Manager 2001,uncertain,SLES-02975,PAL,0,"Redump (paste)","English version kept. Preview excluded.",false,false
647,LMA Manager 2002,uncertain,SLES-03603,PAL,0,"Redump (paste)","English version kept.",false,false
648,Loaded,uncertain,SLES-00013,PAL,0,"Redump (paste)","English version kept. Platinum/ZOO Classics noted.",false,false
649,Lomax,uncertain,SLES-00451,PAL,0,"Redump (paste)","English version kept. Demo excluded.",false,false
650,London Racer,uncertain,SLES-02694,PAL,0,"Redump (paste)","English version kept.",false,false
651,London Racer II,uncertain,SLES-03822,PAL,0,"Redump (paste)","English version kept.",false,false
652,Lone Soldier,uncertain,SLES-00131,PAL,0,"Redump (paste)","English version kept.",false,false
653,Looney Tunes Racing,uncertain,SLES-03127,PAL,0,"Redump (paste)","English version kept.",false,false
654,Lord of the Jungle,uncertain,SLES-02951,PAL,0,"Redump (paste)","English version kept.",false,false
655,Lost Vikings 2: Norse by Norsewest,uncertain,SLES-00057,PAL,0,"Redump (paste)","English version kept.",false,false
656,The Lost World: Jurassic Park,confirmed,SLES-00903,PAL,0,"Redump (paste)","Contains Swedish language. Platinum/EA Classics noted.",false,false
657,Louvre: The Final Curse,uncertain,SLES-03158,PAL,0,"Redump (paste)","English version kept. 2 discs (SLES-03158 / SLES-13158).",false,false
658,Lucky Luke,uncertain,SLES-00943,PAL,0,"Redump (paste)","English version kept. All Your Cartoon Favourites noted.",false,false
659,Lucky Luke: Western Fever,uncertain,SLES-03530,PAL,0,"Redump (paste)","English version kept.",false,false
660,Lussan Nathhorst Presenterar Riding Star,confirmed,SLES-02720,PAL,0,"Redump (paste)","Swedish version prioritized.",false,false
661,M&M's: Shell Shocked,uncertain,SLES-03999,PAL,0,"Redump (paste)","English version kept.",false,false
662,Machine Hunter,uncertain,SLES-00630,PAL,0,"Redump (paste)","English version kept.",false,false
663,Madden NFL 97,uncertain,SLES-00436,PAL,0,"Redump (paste)","English version kept.",false,false
664,Madden NFL 98,uncertain,SLES-00904,PAL,0,"Redump (paste)","English version kept.",false,false
665,Madden NFL 99,uncertain,SLES-01427,PAL,0,"Redump (paste)","English version kept.",false,false
666,Madden NFL 2000,uncertain,SLES-02192,PAL,0,"Redump (paste)","English version kept.",false,false
667,Madden NFL 2001,uncertain,SLES-03067,PAL,0,"Redump (paste)","English version kept.",false,false
668,Magic Carpet,confirmed,SLES-00211,PAL,0,"Redump (paste)","Contains Swedish language.",false,false
669,Magic: The Gathering: BattleMage,uncertain,SLES-00282,PAL,0,"Redump (paste)","English version kept.",false,false
670,Magical Drop III: Special Edition,uncertain,SLES-02964,PAL,0,"Redump (paste)","2 discs (SLES-02964 / SLES-12964).",false,false
671,Magical Tetris Challenge,uncertain,SCES-02154,PAL,0,"Redump (paste)","English version kept.",false,false
672,Mary King's Riding Star,uncertain,SLES-02379,PAL,0,"Redump (paste)","English version kept. Pocket Price Midas noted.",false,false
673,Mary-Kate and Ashley: Crush Course,uncertain,SLES-03421,PAL,0,"Redump (paste)","English version kept.",false,false
674,Mary-Kate and Ashley: Magical Mystery Mall,uncertain,SLES-03422,PAL,0,"Redump (paste)","English version kept.",false,false
675,Mary-Kate and Ashley: Winners Circle,uncertain,SLES-03378,PAL,0,"Redump (paste)","English version kept.",false,false
676,Mass Destruction,uncertain,SLES-00098,PAL,0,"Redump (paste)","English version kept.",false,false
677,Master of Monsters: Disciples of Gaia,uncertain,SLES-00244,PAL,0,"Redump (paste)","English version kept.",false,false
678,Max Power Racing,uncertain,SLES-01694,PAL,0,"Redump (paste)","English version kept. Beta excluded.",false,false
679,Maximum Force,uncertain,SLES-01001,PAL,0,"Redump (paste)","English version kept.",false,false
680,MDK,uncertain,SLES-00599,PAL,0,"Redump (paste)","English version kept. Demo excluded.",false,false
681,MechWarrior 2: 31st Century Combat: Arcade Combat Edition,uncertain,SLES-00340,PAL,0,"Redump (paste)","English version kept.",false,false
682,Medal of Honor,uncertain,SLES-02470,PAL,0,"Redump (paste)","English version kept. Platinum/2 Games noted.",false,false
683,Medal of Honor: Underground,uncertain,SLES-03124,PAL,0,"Redump (paste)","English version kept. Platinum/2 Games noted.",false,false
684,MediEvil,uncertain,SCES-00311,PAL,0,"Redump (paste)","English version kept. Platinum/Promo/Rental noted.",false,false
685,MediEvil 2,uncertain,SCES-02544,PAL,0,"Redump (paste)","English version kept. Platinum noted.",false,false
686,Mega Man 8,uncertain,SLES-01064,PAL,0,"Redump (paste)","English version kept.",false,false
687,Mega Man Legends,uncertain,SLES-01485,PAL,0,"Redump (paste)","English version kept.",false,false
688,Mega Man Legends 2,uncertain,SLES-03556,PAL,0,"Redump (paste)","English version kept.",false,false
689,Mega Man X3,uncertain,SLES-00503,PAL,0,"Redump (paste)","English version kept.",false,false
690,Mega Man X4,uncertain,SLES-01176,PAL,0,"Redump (paste)","English version kept.",false,false
691,Mega Man X5,uncertain,SLES-03557,PAL,0,"Redump (paste)","English version kept.",false,false
692,Mega Man X6,uncertain,SLES-03778,PAL,0,"Redump (paste)","English version kept.",false,false
693,Mega Man: Battle & Chase,uncertain,SLES-00766,PAL,0,"Redump (paste)","English version kept.",false,false
694,Men in Black: The Game,uncertain,SLES-01047,PAL,0,"Redump (paste)","English version kept.",false,false
695,Men in Black: The Series: Crashdown,uncertain,SLES-03519,PAL,0,"Redump (paste)","English version kept.",false,false
696,Metal Gear Solid,uncertain,SLES-01370,PAL,0,"Redump (paste)","2 discs (SLES-01370 / SLES-11370). Platinum noted.",false,false
697,Metal Slug X,uncertain,SLES-03575,PAL,0,"Redump (paste)","English version kept.",false,false
698,Michael Owen's World League Soccer '99,uncertain,SLES-01594,PAL,0,"Redump (paste)","English version kept.",false,false
699,Michael Schumacher Racing World Kart 2002,uncertain,SLES-03931,PAL,0,"Redump (paste)","English version kept.",false,false
700,Michelin Rally Masters: Race of Champions,confirmed,SLES-01545,PAL,0,"Redump (paste)","Contains Swedish language.",false,false
701,Mickey's Wild Adventure,uncertain,SCES-00163,PAL,0,"Redump (paste)","Platinum noted.",false,false
702,Micro Machines V3,uncertain,SLES-00016,PAL,0,"Redump (paste)","Original kept. Platinum/Value noted.",false,false
703,Micro Maniacs,uncertain,SLES-01921,PAL,0,"Redump (paste)","Bestsellers noted.",false,false
704,Midnight in Vegas,uncertain,SLES-02499,PAL,0,"Redump (paste)","Rev 1 noted.",false,false
705,Midnight Run: Road Fighter 2,uncertain,SLES-00590,PAL,0,"Redump (paste)","English version kept.",false,false
706,Mighty Hits Special,uncertain,SLES-02244,PAL,0,"Redump (paste)","English version kept.",false,false
707,Mike Tyson Boxing,uncertain,SLES-02839,PAL,0,"Redump (paste)","English version kept.",false,false
708,Mille Miglia,uncertain,SLES-02826,PAL,0,"Redump (paste)","English version kept.",false,false
709,Millennium Soldier: Expendable,uncertain,SLES-01716,PAL,0,"Redump (paste)","English version kept.",false,false
710,Miracle Space Race,uncertain,SLES-04057,PAL,0,"Redump (paste)","English version kept.",false,false
